,date,text,Google compound,Google positive,Google negative,Google neutral
10,2017-08-28 10:00:00,"Check out our guideo n the best bitcoin wallets for 2020. Remember, it's ultimately on you to protect your digital assets! With the prices of Bitcoin (BTC) and other altcoins (alternative cryptocurrencies) surging as cryptos become more mainstream, a new wave of enthused... Bitcoin serves as a high-profile use case for blockchain and digital currency, two technological advances that may change the fabric of the financial world. Bankera, the blockchain-based initiative for banking services, has announced the launch of its pre-ICO campaign to raise funds to further development and... More than 30000 people have fallen prey to ethereum-related cyber crime, losing an average of $7500 each. Four dollars. That's how much it'd cost me to send 0.01 bitcoins, or about $42, from one Bitcoin address to another right now. As Bitcoin continues its humongous run, soaring to new highs again this month, more and more investors are flocking to the cryptocurrency. A news article reported Telegram founder hopes bitcoin will undermine US hegemony. He believes the cryptocurrencies can reshape the finance system. Bitcoins may be virtual currency, but they're still operated and maintained in a physical space. Step into a bitcoin mine. Controversial entrepreneur Kim Dotcom wants popular YouTube users to test Bitcache, his bitcoin micropayments system.",0.4664,0.055,0.045,0.9
11,2017-08-29 10:00:00,"BetKing has been one of the leading Bitcoin gambling platforms in the industry until it temporarily shut down its operations late last year. The Plantoid interacts with humans only to secure donations or create new Plantoids, showing how Bitcoin can can make digital entities autonomous. Burger King has launched its own version of the Bitcoin in Russia. It's called the WhopperCoin. We're not making this up. Will governments or international government organisations implement their own centralised cryptocurrencies and ban the mining or ownership of open... Bitcoin miners in Russia are in for a break as power companies are looking to sell their excess energy off at a substantial discount. India's growing community of cryptocurrency miners are investing in expensive mining rigs, all in the hopes of making money in the highly volatile... Cryptobuyer has announced plans to install a bitcoin ATM in Costa Rica. The company claims that its terminal will be the first bitcoin ATM operating in Cos. 'Eating Whoppers now is a strategy for financial prosperity tomorrow,' claims Burger King Russia's communications head. Litecoin is poised to finish its transformative year with a strong push to the upside, leaving little doubt as to why our LTC price forecast shows it can... Several hospitals part of the NHS Lanarkshire board were hit on Friday by a version of the Bit Paymer ransomware. The infection took root on late Friday,...",0.8718,0.083,0.024,0.893
12,2017-08-30 10:00:00,"Exactly four weeks since Bitcoin split into bitcoin and bitcoin cash, the original digital currency hit a record high versus the US dollar on Tuesday, Global chat platform Kik said on Tuesday it will launch in two weeks the sale of its own crypto currency which is expected to raise $125 million. This is probably the best phishing scam I've ever seen.” An SEC official 'tried to speak with me in Japanese,' the alleged Satoshi says. Photo: Times of Malta An entrepreneur is already regretting his decision to install Malta's first Bitcoin ATM, a mere month after launching it in Sliema. Jimmy Song takes a look at developments on the bitcoin cash blockchain, arguing it's providing evidence of shifting miner behavior. London, August 30, 2017 – LAToken, the first tokenized assets platform, has completed the Round 1 of its Public Token Sale way ahead of schedule at $330 m. The value of bitcoin, a leading crypto currency, crossed the Rs 3-lakh mark on the Indian exchanges on Tuesday. At present the price quoted on Zebpay,... 'Utility settlement coin' aims to launch next year for blockchain settlements. Bitcoin Cash's price has experienced very aggressive price fluctuations this month, falling close to $200 and surging above $1000.",-0.3167,0.05,0.06,0.89
13,2017-08-31 10:00:00,"While the public has yet to embrace bitcoin and other cryptocurrencies, six of the world's largest lenders have backed a project being led by Switzerland's... A Merkle tree is a data structure that is used in computer science applications. In bitcoin and other cryptocurrencies​, Merkle trees serve to encode... Aug.31 -- Fred Ehrsam, Coinbase co-founder, discusses the rise of cryptocurrencies and the future of blockchain technology with Bloomberg's Emily Chang on... David Ader, chief macro strategist at Informa Financial Intelligence, shows how bitcoin's gains resemble that of the Nasdaq Telecommunications Index before... BENGALURU: When 32-year-old Harshad Gawde first invested in bitcoins in 2013, he couldn't have expected the returns from it to sponsor an all-India tour,... The IRS is using commercial software to help it identify bitcoin owners who avoid paying taxes on their digital currency. Bitcoin's price briefly passed above the $4,800 mark for the first time today. According to data from CoinDesk's Bitcoin Price Index (BPI), the price of the... The retail industry is being disrupted like never before. While much of the discussion about retail disruption focuses in on changing consumer behavior,... Controversial scaling proposal, Segwit2x has lost Chinese mining pool, F2Pool's support over its timeline for a 2MB hard fork. She started her first company in Afghanistan at the age of 23. Now, Roya Mahboob's influence spreads around the world--and she's using bitcoin to do it.",0.765,0.07,0.042,0.888
14,2017-09-01 10:00:00,"Security is one of the most critical aspects of banking and finance. Not only do banks need to keep money secure, they also have to keep transaction records... Finance has changed considerably with the advent of technology. It has become easy, relevant, precise, smooth and more importantly- agile like never before. The darknet has had an undeniable impact on the growth of cryptocurrencies. Bitcoin saw most of its first use cases thanks to the darknet. We work in cooperation with IndaCoin, world leading bitcoin exchange and 100% secure. It can be done in 3 easy steps... Pick your amount, fill in cred card... Zurich, Switzerland – Sept 1, 2017 – On September 1, 2017 the MOD token is officially available in public crowdsale. In a private pre-sale, the token... Following a Bitcoin themed Instagram post by John Cena, Bitcoin reached a new all time high two hours later. The Reserve Bank of India's annual report makes it clear that demonetisation was a complete and unmitigated disaster. The team of the digital currency Dash has scheduled several free conferences in Venezuela starting September 2017 until the end of the year in order to... After years on the fringes, Bitcoin is now being advertised on street corners and celebrities are endorsing ICOs. What Is Bitcoin? Decoding The Secrets Of The Internet of Money For Cryptocurrency Startups, Investors Bitcoin Technology And Miners...",0.966,0.127,0.027,0.846
15,2017-09-02 10:00:00,"This is the first part of a more technical talk where Andreas explores Bitcoin script, with examples from the 2nd edition of Mastering Bitcoin, focusing on... The cryptocurrency asset class saw a broad sell-off on Saturday after bitcoin passed a notable milestone in its price history. Thousands of Venezuelans are secretly mining bitcoin for their economic survival, and for many that means risking jail time. Mining cryptocurrency is... As information becomes more mainstream, businesses and investors are flocking to cryptocurrencies like Bitcoin and Ethereum. A look at the applications using Blockstack's platform give insight into what kind of future the startup is looking to cultivate. U.S. stocks have been enjoying a strong run this year—over the past several years, really—but it's nothing like the gains that have been seen in digital... Learn a mining system that has low startup costs in addition to all the technical details about blockchains, general ledgers, hashes, nonces, and more. If the owner sells his Bitcoin Cash and receives the 100 percent profit as capital gains income, it will be taxable. Earlier this morning we reported on bitcoin's price breaking through the US$5000 range throughout a few Asian markets. Western exchanges reached a weighted. An investor who purchased $100 of Bitcoin in September 2016 when Bitcoin was selling for $572 would be sitting on $850 with today's $5000 price point.",0.8758,0.079,0.036,0.884
16,2017-09-03 10:00:00,"Litecoin prices' year-to-date (YTD) gain surpassed 2,000% earlier this weekend, after the cryptocurrency's price rose to fresh highs. Wealthy Chinese citizens know why you should diversify offshore perhaps better than anyone. Here's how China's rich are investing abroad. Fran Finney, wife of the late Bitcoin legend Hal Finney, said her Twitter account was hacked by someone claiming to have information on the identity. There are quite a few reports circling around the internet today regarding disruptive power efficiency claims of the Vega 64. So we decided to put this... All major coins have retreated from psychologically significant dollar amounts after nearly breaking through. 31518 Total views. 451 Total shares. Bitcoin... Many times mentioned in our recent ""Litecoin increase - Bitcoin Cash Sell Off"" blogs - Tuur Demeester Adamant Research Editor - on his twitter account... The two subjects that Registered Investment Advisors and high net worth investors ask me about are: VIX or volatility in general; Bitcoin or... Analysts disagree on Bitcoin's price in 2020, but all signs point to additional growth.",0.8957,0.117,0.029,0.854
17,2017-09-04 10:00:00,"When you want to start using cryptocurrency, the most common way to acquire it is through buying it for fiat or other cryptocurrency. Editor's note: This piece was written prior to the China ICO announcement and the subsequent correction. The Bitcoin Bull. Yet again, Bitcoin has managed to... Brief news items of note for Lifehacker readers, including: Creepy red balloons appearing in storm drains, game developers tricking players, more Bitcoin... Chinese regulators are about to start a campaign related to the country's initial coin offerings (ICO), according to a Caixin report; In a document,... Russia is considering a ban on Bitcoin mining in private homes, despite electricity companies holding talks on giving miners spare capacity. It's the strongest move to date by a regulator to rein in so-called ""initial coin offerings."" The hype around ICOs or initial coin offerings has reached fever pitch in the US, with celebs like Paris Hilton endorsing new digital currencies and... Ex-Expedia CEO and Bitcoin-friendly Dara Khosrowshahi has landed the new CEO role at Uber - which is leading some cryptocurrency specialists to speculate... Coinbase now counts 10 million users of its wallet and exchange service, as SegWit begins to make Bitcoin transactions accessible once more. Government officials in China revealed plans to halt initial coin offerings on Monday, a move expected to hamper Bitcoin-like cryptocurrencies seeking money...",0.6124,0.052,0.016,0.932
18,2017-09-05 10:00:00,"Every cryptocurrency underwent significant, if not devastating drops over the past 48 hours. However, Bitcoin and Ethereum are already rising again. BAML compares bitcoin and XIV to the housing bubble and China because who cares anymore? This week's Bitcoin.com podcast with our host 'Bitcoin Brian' features, Dr. Jemma Green, co-founder of the distributed ledger technology firm, Power Ledger. Bitcoin is still misunderstood. But as knowledge grows, so will trading volumes. The 2.4 million-square-foot venture based out of Dubai will be the first major real estate development that will accept bitcoin as payment. The world has gone wild for the cryptocurrency known as Bitcoin. One Bitcoin would set you back $4,425 at the time of writing. That's up from less than $600... While debate rages around whether major cryptocurrencies such as Bitcoin and Ethereum are in a bubble, there are also new ICOs being created every day. BTC-e launched a refund option this weekend, but tech problems and scam attempts have complicated the situation. Bitmain Technologies welcomed another milestone this year, receiving investments worth $50 mln from Sequoia and IDG. The Bank of Russia has issued a statement warning about the risks of digital currencies including bitcoin as well as Initial Coin Offerings (ICOs).",-0.427,0.094,0.089,0.817
19,2017-09-06 10:00:00,"Ripple is a cost-effective blockchain-powered solution which provides benefits for all parties involved in the transaction. Simply put, Ethereum is a blockchain-based decentralized platform on which decentralized applications (Dapps) can be built. Ethereum's appeal is that it is... Bitcoin price surged last week to record a new historical high of around $4,983.2 on Bitfinex, as we expected during our previous weekly analysis,... 27 Bitcoins will buy you a studio in a £250 million development of 1,000+ studio, one- and two-bedroom apartments in two apartment towers and a shopping... Read about how crypto currency Bitcoin can be used by tenants to pay their deposit and rent for the first time at a UK development. China will eventually decide how it wants to take part in this new virtual world of digital money and the burgeoning financial technology market sprouting... Baroness Mone and Barrowman plan to sell 150 homes in the Dubai development - consisting of two apartment blocks and a shopping mall - using the Bitcoin... Baroness Mone of Mayfair in the City of Westminster has joined the ranks of illustrious celebrity cryptocurrency endorsers with a Dubai real-estate venture... Rohde & Schwarz Cybersecurity's deep packet inspection (DPI) engine R&S PACE 2 has been enhanced with a new Bitcoin protocol classification functionality... USI-TECH is a technology company which specializes in the development of automated trading software in the FOREX market. In the last 8 years, more than.",0.6486,0.034,0.015,0.952
20,2017-09-07 10:00:00,"China announced a ban on initial coin offerings on Monday which caused cryptocurrencies to stumble briefly. This ban could go beyond ICOs based on the... Trade rising and falling prices on leverage to make the most of volatility1. Our deep internal liquidity means there's more chance of executing your trade... In the last few years, you may have heard the buzzword 'Bitcoin', and the term crypto currency. From the Central Bank Governor to app-preneurs, the business... A new bill has been introduced in the US Congress that would create a tax exemption for some purchases made with cryptocurrency. High Fidelity is developing a blockchain for intellectual property protection and an in-game cryptocurrency. Correction: An earlier version of this article, including the headline, misstated the amount that GMO announced it would spend to start mining bitcoin. The creation of multi-crypto/fiat cards enable users to interchange between the given set of currencies in an almost seamless manner, possibly eliminating... Users of cloud-based accountancy platform Xero can now send payments via the blockchain, thanks to an integration with Veem. The Paypal-like platform Payza recently announced they have a new Bitcoin address manager feature. This allows users to generate public bitcoin addresses. The advent of Bitcoin and its stellar rise over the last few years has investors pouring their money into cryptocurrencies by the millions.",0.4391,0.055,0.038,0.906
21,2017-09-08 10:00:00,"LATokens research team, formed by Deutsche Bank and McKinsey alumni, prepared the first LAT Crypto Research, outlining that total market capitalization of. You can now buy property with #bitcoin! @MichelleMone talks in October's Gigabit Magazine about the project #tech #cryptocurrency. Bitcoin's mining sector could be six percent owned by Japanese GMO by 2018. Auckland University Professor, Alex Sims, has implored the New Zealand government to develop bitcoin regulations. Sims argues that New Zealand has fallen... Chinese regulators have banned businesses from raising funds using initial coin offerings (ICOs). Gold has always been considered a safe haven asset. Now Bitcoin is appearing to exhibit gold-like properties. Will Bitcoin replace gold as the new safe... Which cryptocurrency is the best? That's a heated question to ask and an impossible one to answer. Particl, an ecommerce blockchain startup, wants to. CoinWeek News Wire for September 8, 2017: Coin news from around the web, featuring stories: Hanging with Beatrix, Busted Bitcoin, Gold Fakers. International and local financial experts agree that this may be the “worst time” for Bitcoin and other cryptocurrencies. Paris Hilton joins celebrities endorsing digital coins, just as Whoopi Goldberg did with an earlier craze.",0.7959,0.07,0.035,0.895
22,2017-09-09 10:00:00,"Billionaire investor Howard Marks has changed his 'dinosaur' view of Bitcoin. Hackers who stole data of 143 million Americans say they'll delete the information for $2.6 mln. Deadcoins (by matixmatix) is a list of, well, dead coins: the Bitcoin-esque cryptocurrencies that failed to take off, which were scams or experiments,... E-sports fantasy site Herosphere announced initial coin offerings for their own cryptocurrency -HEROcoin. A sushi bar in Tokyo's upscale Ginza district is the first brick-and-mortar business in Japan to accept Bitcoin Cash. Bitsonline visited to find out the... If you have heard all these terms that have to do with new currencies, cryptocurrencies, digital money of any sort, well, it's the wave of the future. The Bitcoin IRA, which is an IRS-sanctioned retirement account, has added bitcoin cash, ethereum, and litecoin to its list of tokens for investment. The B.C. Securities Commission provides registration and tools for First Block Capital Inc. to begin working as an exempt market dealer as a bitcoin...",-0.4019,0.082,0.08,0.838
23,2017-09-10 10:00:00,"With Bitcoin Cash and BTC addresses looking very similar, money can easily be sent to a wrong address and result in a loss of funds. Switzerland is quickly becoming a prominent nation in the world of Bitcoin. After Zug announced their Bitcoin acceptance, people have been waiting for the... Maria Jones talks about the hottest news over the last week. Trickpod attacks blockchain. Canada has approved the first Bitcoin fund manager. O Bitcoin foi criado para representar no mundo virtual o que o dinheiro é no mundo real.Nesse vídeo explico um pouquinho da história, como funciona e como... Tuesday. Would you be interested in an all-expenses-paid trip to Switzerland where you could live in a treehouse? The catch: You must show writing talent to... Bitcoin has been around the fringes of financial markets for less than a decade, but is slowly gaining prominence as an alternative asset class. The Swiss municipality of Chiasso has announced that it will accept tax payments in bitcoin from January 2018 onwards. The announcement signifies a further. This week news.Bitcoin.com reported on the Japanese corporation GMO Group announcing plans to start a bitcoin mining operation using 7nm semiconductor... Russia is in the midst of legitimizing cryptocurrencies. It is developing a legal framework that will govern transactions using digital currencies like...",0.9224,0.106,0.04,0.854
24,2017-09-11 10:00:00,"The rise of online cryptocurrency casino platforms and the growing userbase leads to a new question. Are wagers on these platforms gambling or investments. Bill Gates, Richard Branson, Chamath Palihapitiy on Bitcoin and its potential/impact. Billionaires on... A series exploring the billionaire mindset when app... Leader in cryptocurrency, Bitcoin, Ethereum, XRP, blockchain, DeFi, digital finance and Web 3.0 news with analysis, video and live price updates. While Bitcoin has been booming, so have ICOs, possibly on an even bigger scale. However, the ability to seemingly make money out of nothing has raised the... A updated Chinese “Blockchain-based” e-wallet has appeared on the AppStore in what cnLedger suspects is Bank of China sponsored. Bitcoin sold off after Howard Marks' memo or it could have something to do with rumors of China closing exchanges. Bitcoin and other cryptocurrencies are now a major business, with the global market capitalization of these coins exceeding $170 billion at their recent... Bitcoin trading platform Localbitcoins has posted new all-time highs as China's looming trading ban leads traders to seek alternatives. China's clampdown on cryptocurrencies has reportedly taken a new direction – to close down local bitcoin exchanges. Bitcoin has plummeted further after China launched a crackdown on cryptocurrencies. The currency went into free fall on Friday after reports that China was...",0.0772,0.04,0.035,0.925
25,2017-09-12 10:00:00,"China's ICO ban might not be what it seems, according to CoinDesk's Noelle Acheson. In an OpEd, she argues it's not only reasonable – but temporary. North Korea is suspected of intensifying cyber-attacks to steal virtual currency in order to obtain funds and avert tightening sanctions, according to... Regarding Andy Kessler's “The Bitcoin Valuation Bubble” (op-ed, Aug. 28): Is Bitcoin or other cryptocurrency a currency, a commodity or a security in an... Actors tied to the isolated nation have been involved in attacks on crypto exchanges in South Korea, a prominent U.S.cybersecurity firm said. Ominous omen? Bitcoin, the crypto currency that has exploded higher this year, has overtaken the also-buoyant Nasdaq Composite as the world's most crowded... JPMorgan CEO Jamie Dimon says bitcoin is worse than the most famous asset bubble in history. The... China's move last week to ban initial coin offerings (ICO) has caused chaos among start-ups looking to raise money through the novel fund-raising scheme,... The CEO of J.P. Morgan, Jamie Dimon, just might be bitcoin's biggest hater. On Tuesday, Dimon was at it again, unleashing a tirade about what he sees as the... AMD and Nvidia's work to attract cryptocurrency miners is paying off in the stock market, analyst Jefferies said today. Authorities in China, Japan, Singapore and the United States are looking for ways to control the rise in digital tokens.",-0.9678,0.075,0.155,0.771
26,2017-09-13 10:00:00,"China has banned ICOs and plans to shut down domestic bitcoin exchanges. How will that impact the cryptocurrency? Bitcoin may be all the rage, but at JPMorgan Chase & Co. (JPM) - Get JPMorgan Chase & Co. (JPM) Report , it comes with a high risk: Employees caught trading... North Korea appears to be ""mining"" bitcoin to fund the regime. Yesterday, Jamie Dimon, chief executive of JPMorgan Chase, told a conference that he thinks the cryptocurrency bitcoin is a “fraud” and “not a real thing. Bitcoin is not 'illegal,' but Chinese exchanges may face tighter regulatory supervision and might have to cease operations temporarily until they are. Flood of initial coin offerings is aimed at bypassing Google and Amazon, but sceptics fear a bubble. Philadelphia, PA (September 13, 2017)– BlockRx has announced its partnership with YourEncore, the industry's leading provider of proven expertise in the... Investors are also jittery because Chinese regulators are threatening to crack down on some exchanges. Bitcoin price fell below $4,000 on Wednesday. JPMorgan Chase & Co. Chief Executive Officer Jamie Dimon said he would fire any employee trading bitcoin for being “stupid.”... Some users of the popular dark web drug marketplace Dream Market are complaining that their Bitcoin wallets are empty after an hours-long outage on...",-0.9446,0.037,0.114,0.849
