,date,text,Google compound,Google positive,Google negative,Google neutral
10,2020-11-03 11:00:00,"The supply of Bitcoin is fixed at 21 million coins. And Bitcoin is like a black hole, sucking up the value of every other asset class. In this seventh installment of the Why Bitcoin Now series, Meltem Demirors, the chief strategy officer at Coinshares, and Lyn Alden, the founder of Lyn... The bitcoin price has leaped higher, climbing over $14000 per bitcoin and again following traditional markets that spiked earlier today, with bulls firmly... The Swiss cryptocurrency broker told investors it expects a double-digit profit for the year, but signaled that it still has some ways to go in winning a... The U.S. Securities and Exchange Commission (SEC) has amended some exemption rules, making it easier for crypto companies to raise funds. Bitcoin needs better industry-specific application examples for further corporate adoption, says Raoul Pal. The same house nine years ago would have cost 1 517 bitcoin. 69369 bitcoins, worth approximately $955 million, just moved out of wallet address 1HQ3Go3ggs8pFnXuHVHRytPCq5fGG8Hbhx, the fourth-largest bitcoin wallet. Bitcoin's price on the day of the 2016 US Presidential elections was just a mere $709.85 - 19 times lower than its current. The crypto-friendly social media platform keeps its pro-Bitcoin CEO.",0.962,0.117,0.013,0.869
11,2020-11-04 11:00:00,"Exchanges come in many forms and types. If you have had any exposure to the world of cryptocurrencies, then chances are that you are familiar with exchanges... Two fintech commentators, however, got to the crux of the matter, noting that Bitcoin is good for PayPal. First the FT's Simon Taylor pointed out how... The mysterious online wallet is said to be the world's fourth-richest Bitcoin address. Bitcoin prices have repeatedly surpassed $14000, but then they retreated. When will the cryptocurrency convincingly break through this price level? The FTC is sending PayPal payments totaling more than $470000 to people who lost money to two pyramid schemes involving cryptocurrencies. Both the 2016 and 2020 U.S. elections have seen little volatility in the price of Bitcoin, but the major multi-year resistance at $14,000 may finally break... A wallet containing near $1 Billion in Bitcoin, has been emptied after years of inactivity. Was it a hack or a long-term hodler making moves? A password-protected cryptocurrency wallet with almost a billion dollar-worth of Bitcoins has just been emptied out. Mystery surrounds the party who finally... Bitcoin miner net flows indicate that volatility, and their influence on the network, is decreasing. Bitcoin gained as much as 3.9% in volatile Wednesday trading as investors flocked to risk assets. The rally pushed prices as high as $14,257.53 before a...",0.755,0.074,0.042,0.884
12,2020-11-05 11:00:00,"Despite this strength, the sentiment surrounding Bitcoin is incredibly low, which may be due to the weakness seen in the altcoin market. Bitcoin has already moved up 50% since its September lows, but Alex Mashinsky, CEO of Celsius Network, sees the cryptocurrency moving to new all-time highs... Not advice. Be responsible. This is satire.Lil Bubble - Everybody (Bitcoin's Back)Backstreet Boys - Everybody/Backstreet's Back (crypto/bitcoin version). Crypto traders rely on several tools to help predict future Bitcoin price action and trend changes. Few tools have been as reliable over the years as the. An anonymous bitcoin wallet holder transferred $1 billion worth of bitcoin from accounts linked to darknet marketplace Silk Road. Bitcoin price is now trading at just under $15000, less than 24 hours after resistance at $14000 was broken. One of the cryptocurrency's top fundamental. Michael Saylor made headlines when his company MicroStrategy publicly purchased $425M worth of Bitcoin. This massive buy order ignited the “MicroStrategy... A mystery person has moved more than $1 billion worth of bitcoin from a digital wallet that has been dormant for more than five years. Crypto Twitter has little bearing on a coin's price, according to a study by BDCenter. Influencers track the price rather than change it. The Iranian government has adopted bitcoin for international trade as the country's economic crisis deepens, with rising Covid-19 cases, depreciating rial,...",-0.7394,0.053,0.079,0.867
13,2020-11-06 11:00:00,"Bitcoin is a digital currency that is not governed by any governing body or financial institution. But, what affects its price? Altcoins have been rocketing higher today as Bitcoin consolidates. This is the first time that altcoins have shown any signs of following in Bitcoin's... Michael Saylor (more recently known as the 'GigaChad') is the founder and CEO of MicroStrategy, a publicly listed company on the NASDAQ. In March of 2020,... Charlie Morris, co-founder and chief investment officer of ByteTree, believes the stock-to-flow model is flawed and explains what he thinks Bitcoin's real... Influential Bitcoin traders are moving their funds into spot exchanges as the cryptocurrency rallies towards $16000, reports Yashu Gola. Disclaimer: Back in 2016, I caught the crypto bug and bought a few (probably 12) digital currencies, including Bitcoin. In 2017, the cryptocurrency market... Bitcoin has surpassed $15,000 for the first time since a 2017 surge that ended with a crash. This time, investors such as billionaire hedge fund manager... The cryptocurrency market cycles show how quickly can things change. Although Bitcoin is surging now to new highs, could another altseason be just around... Case raises the issue of whether to include crypto trading gains in income for determining child support. On Tuesday, the Memo team revealed that the social media platform is now available for iOS phones via the App Store.",0.7876,0.046,0.016,0.938
14,2020-11-07 11:00:00,"Binance exchange tutorial. How to buy and sell Bitcoin and crypto. BINANCE 10% OFF FEES ▻▻ https://cryptolark.co/BINANCE10 WEALTH MASTERY... Bitcoin price traded to a new multi-month high near $15970 before correcting lower against the US Dollar. BTC is holding the $14500 support and it could... Major media outlets have declared Joe Biden the winner of the 2020 election, leading analysts to speculate how a Biden presidency may impact Bitcoin price... It's been a week. Whether the politics made it good or bad week depends on your view but if you're holding Bitcoin, it was certainly good. The US government has seized more than $1bn worth of bitcoins connected to the shuttered darknet marketplace Silk Road and is suing for formal forfeiture of... On November 7 at around 12:37 a.m. (EST), another string of so-called 'sleeping bitcoins' were moved for the first time since 2010. Cash App, a mobile payment service of Square Inc., generated more than $1.63 billion in bitcoin revenue in Q3 2020, which is an increase of more than 1000%... Threat of quantum computing to Bitcoin should be taken seriously, but there's enough time to upgrade current security systems, experts claim. Bitcoin has provided significant profit potential over the last several years, but Brian Estes knows how to outpace it with his fund. Undoubtedly one of the biggest crypto stories this past week aside from the price action was the news that the U.S. government had made a monumental move in...",0.9424,0.115,0.051,0.834
15,2020-11-08 11:00:00,"In this Coinbase tutorial for 2021, I explain how to buy and sell Bitcoin using Coinbase & Coinbase Pro to reduce fees. Plus how to earn free crypto up to... TOP Crypto TIPS In My Newsletter https://guy.coinbureau.com/signup/ My $4K Trading Comp & Deals https://guy.coinbureau.com/deals/ Coin Bureau In.. Bitcoins reportedly worth close to a billion dollar has been moved by an unknown person. This information was made known by Bitcoin Block Bot via it's... In a research report by JPMorgan's global markets team, analysts noted that Grayscale Bitcoin Trust's flow trajectory outperformed gold ETFs. Bitcoin's rally above US$15000 has reignited debate over whether the cryptocurrency is so-called digital gold or a perilously risky bet as investors grapple... Miss something this week? Don't panic. CBC's Marketplace rounds up the consumer and health news you need. Want this in your inbox? Fifteen million in Bitcoin that was mined all the way back before Satoshi Nakamoto went silent just came to life after lying dormant for over a decade. Bitcoin have become a new currency for the people. Though it is not thoroughly used worldwide, you can certainly use Bitcoin and other cryptocurrency to pay... Crypto enthusiasts have likened the paronage of Bitcoin today to that of top tech brands like Google, Facebook and Apple a decade ago. Using Bitcoin in DeFi does not change its digital-gold property; it simply generates additional value, turning Bitcoin into an extensible, active asset.",0.9441,0.115,0.039,0.846
16,2020-11-09 11:00:00,"While the economy has been on thin ice, no asset has benefitted more from the post-pandemic ""new normal"" than Bitcoin. Fear of the uncertainty has caused. The International Monetary Fund's managing director alluded to a new Bretton Woods Moment in October - an item that fell through the cracks of the news... Bitcoin price has been rallying for most of 2020, but over the last two months, the cryptocurrency's momentum kicked into overdrive. Anything that goes. Brad Garlinghouse appears to have changed his tune on corporate balance sheets holding Bitcoin after Joe Biden was declared President-elect. Bitcoin should prove an excellent store of value as central banks muscle their way into the cryptocurrency world over the coming decades, writes Dominic... The crypto lender froze customer funds in October claiming to be the victim of fraud. Its filing leaves them in limbo. Wall Street legend Bill Miller, the founder of investment manager Miller Value Partners, has said he ""strongly"" recommends bitcoin at current prices... Publicly traded bitcoin mining company Riot Blockchain reported earnings for the September period Monday, noting a significant increase in revenue and hash... Too many bitcoin holders trust their private keys, and therefore their funds, to third parties. Changing this is up to us all. It's a relatively bullish start to the week. Avoiding the week's pivot levels would support a break out from last week's highs to bring resistance levels...",0.9127,0.128,0.08,0.792
17,2020-11-10 11:00:00,"One trader is noting that a set of indicators suggests that Bitcoin could be on the cusp of entering a prolonged consolidation phase. Quick Bookmark Links for new Ryzen Processors on Amazon:Ryzen 5 - 5600x - https://amzn.to/38LO8fWRyzen 7 - 5800x - https://amzn.to/2IC8fCERyzen 9 - 5900x... Alex Saunders, founder of Australia's largest crypto site Nuggets News, speaks with our Daniela Cambone about the recent embracement of bitcoin by various... Bitcoin is regularly blasted by regulators and the IRS for its use in illicit crime such as money laundering or tax evasion. Unfortunately, a story. We've all watched bitcoin rally sharply since September. But what's driving the bull market? US authorities are seeking the forfeiture of more than $US1 billion in seized Bitcoin it says are linked to the now-defunct criminal marketplace Silk Road. Thousands of different cryptocurrencies have arisen in the since Bitcoin's (BTC) 2009 genesis block. Even though newer assets come with different technology... The number of heavyweight traditional investors who have given bitcoin (BTC) the thumbs up is increasing fast – with more investment gurus than you could... Coin Cloud has announced the installation of the first of 10 cryptocurrency ATMs in Brazil. With these kiosks users can transact with 29 different types of... The embattled spin-off of Bitcoin shows little signs of life prior to its hard fork as Bitcoin vastly outstrips its performance.",-0.8885,0.016,0.062,0.922
18,2020-11-11 11:00:00,"Best overall bitcoin wallet - Ledger Nano X: https://bit.ly/3kxeWUQ and Trezor Model T: https://bit.ly/32CwSXjBest software bitcoin wallet - Electrum:... One trader explained that further sideways trading is more likely for Bitcoin than it seeing any type of sharp retrace in the near-term. Thanks to an innovative crypto startup called BlockFi, you can earn compound interest on Bitcoin, ethereum, and other cryptocurrencies. ETC Group's Bradley Duke speaks to Proactive London's Katie Pilbeam about their BTCetc Exchange Traded Bitcoin (BTCE) which has now reached $100m in AUM in... Bitcoin's hashrate bounced 30% Wednesday from quarterly lows on Nov. 2 as miners brought ASIC machines back online after relocating them out of China's... Japanese gaming giant Capcom's networks have reportedly come under attack, with criminals demanding a bitcoin ransom in exchange for not leaking... Hackers have stolen $100 million from decentralized finance (Defi) projects so far this year, according to a new report. Defi accounted for 50% of all hacks... Bitcoin and crypto watchers are braced ahead of the European Central Bank's (ECB) two-day annual forum, beginning today—with ECB president Christine Lagarde... Recently, there has been much discussion over what is a 'qualified custodian' for digital assets, including the curiosity of the Securities and Exchange... The number of bitcoin automated teller machines (ATMs) across the globe has surged this year amid the coronavirus-induced shift toward contactless payments.",0.7717,0.093,0.057,0.85
19,2020-11-12 11:00:00,"Bitcoin was designed to share several key similarities with gold, but the end result was an all-digital asset that does what the precious metal does best. The price of Ethereum is struggling against both Bitcoin and the U.S. dollar again, while BTC is surging with momentum. The founder of the world's largest hedge fund and macroeconomic genius Ray Dalio recently revealed his concerns over governments banning Bitcoin. In. How secure are your bitcoin? Don't make easily avoidable mistakes when it comes to your cryptocurrency security and storage. Watch this video and make sure... Bitcoin on Thursday reached a record valuation of $16118, its highest level since 2018. The cryptocurrency is up 123% year-over-year and 50% this quarter,... Cred's bankruptcy filing mainly blames fraud by an outside party. The full picture painted by former employees is more complex, and highlights the risks of... CNBC.com's MacKenzie Sigalos brings you the day's top business news headlines. CNBC wealth editor Robert Frank breaks down how even though Covid-19 cases... In brief. Blockchain startup Kirobo has launched an Ethereum version of its ""Bitcoin Undo button."" The service allows users to revert their transactions by... A couple of years ago, Warren Buffett made headlines when he said that bitcoin was ""probably rat poison squared."" Buffett believes that using dollars to buy... Portfolio manager Dan Weiskopf outlined big ideas for how the tech giant can boost its own bottom line and support Bitcoin in a piece endorsed by Michael...",0.9535,0.156,0.089,0.755
20,2020-11-13 11:00:00,"The price of Bitcoin (BTC) surpassed $16000 Yet, traders are turning slightly cautious, anticipating ""reaccumulation."" This is a very quick video explaining how you can buy Bitcoin on LocalBitcoins!✓ Sign up here: https://localbitcoins.com/register/Subtitles available in... A privacy-focused crypto project is inviting greedy sleuths to follow the clues, and find QR codes online to unlock the hidden Bitcoin. Bitpay Send is a mass payout service that enables organizations of all sizes to pay employees, affiliates, and freelance contractors. Bitcoin (BTC), the first-ever decentralized digital currency of the world and the largest cryptocurrency in terms of market capitalization, has only spent a... PRESS RELEASE. IMCoin, known as the first Hybridcoin, closes a week with a record price increase in its history reaching a value of 1.83 USD per token. Peninsula Visa, a firm providing passport and visa services in the U.S., says it now accepts payments in bitcoin. Peninsula said Wednesday the payments will... New PayPal wallet allows users to transact using a range of cryptocurrencies. Authored by Sumit Gupta. The COVID-19 pandemic, a catastrophe that took the world by storm brought about fundamental alterations to near about everything. The high prices for Bitcoin have led many industry stakeholders to predict that in the near future, cryptocurrencies could challenge gold as an asset class.",0.7339,0.08,0.042,0.878
21,2020-11-14 11:00:00,"Bitcoin price traded to a new multi-month high close to $16500. BTC is now signaling a downside correction and it could test $15200. After holding above $16000 and pushing above $16400, Bitcoin has faced a drop. The coin currently trades for $15800, slightly below the aforementioned. My prediction for bitcoin in 2021 (targets for wave 3). We shall examine Bitcoin's likely elliott wave counts and elliott wave projections for 2020 and 2021... Amid global economic contraction, Bitcoin appears to be gaining momentum against struggling fiat currencies. Bitcoin.com has partnered with the Swiss luxury watch manufacturer, Franck Muller, in order to create elegant crypto themed timepieces. Another strong week for Bitcoin as regulatory and corporate bodies come around to the digital currency's inevitability. Roger Ver, one of the biggest bitcoin cash advocates, is not a fan of the scheduled fork event of the cryptocurrency's network. Bitcoin mining in China versus the rest of the world: Where we are now and where to look in the near future. Bitcoin has been among the best asset classes after the outbreak of COVID-19. With returns of nearly 160 percent since April, the cryptocurrency has... Since the era of leading payment company, PayPal and other leading financial brands entered into the crypto space, the intensity seen by large investors had...",0.879,0.079,0.039,0.882
22,2020-11-15 11:00:00,"On-chain data shows Bitcoin reserve outflows have returned to levels seen before BTC's all-time-high (ATH). These values are comparable to those in. Today I'm going to show you how to buy crypto on PayPal. Buying cryptocurrency on PayPal is actually MUCH easier than you might think. The price of Bitcoin (BTC) dropped to as low as $15,670 on Binance on Nov. 15. The highly volatile drop came hours after BTC reached $16,355,... The bear and bull cases for Bitcoin, a fund exec bets $1 million that PlanB's stock-to-flow forecast will be wrong, and PayPal's crypto service launches in... Bitcoin Cash split into two blockchain again, but one of the new chains has received no hashpower so far. Long gone are the days of running a mining farm in your basement. Now, it's a big-institutions' field. Expect the trend to continue - institutions will favor BTC, retail will explore altcoins too. The uncertainty over the pandemic, the economy could spur... Digital asset manager Grayscale Investments has acquired more than 100000 Bitcoin (BTC) since June of this year. ZebPay relaunched after a two-year hiatus post RBI's cryptocurrency ban. Now, it is reaping the benefits of Bitcoin's rising popularity in a slowdown. A ""Proof of authenticity"" design will help keep knock-offs and forgeries off the market for this line of limited edition streetwear.",0.6609,0.095,0.077,0.827
23,2020-11-16 11:00:00,"Bitcoin price gained bullish momentum and it broke $16500. BTC is likely to continue higher towards $17000 as long as it is above $16200. We have very special episode this week featuring some of the godfathers of Bitcoin: Nick Szabo, Adam Back and David Chaum. This was recorded as a live panel... We keep seeing this elite failure, this breakdown in the elite messaging system, “we saw it in 2016, we saw it with Brexit, and we see it in 2020,” says... Gary Gensler, an American public official and professor of economics who has made pro-Bitcoin comments in the past, has now found himself tapped to lead the... Bitcoin price dropped below the parabola on the 12-hour timeframe but traders aren't calling for a big correction yet. After analyzing the Bitcoin Cryptocurrency in the financial market, researchers declare Bitcoin immune to Covid-19. Placing some of her estimated $6 million in assets into Bitcoin could prove to be a good investment for English actress Maisie Williams according to Twitter... Bitcoin is fighting for $16000 support amid mixed feelings about the chances of all-time highs appearing this bull run. The project dubbed “Enter the Sphere” aims to bring its NFT collectible universe to Bitcoin Cash by leveraging the Simple Ledger Protocol. As interest in cryptocurrency builds and the US dollar weakens, bitcoin skyrocketed 7% and was trading above $15000 per coin.",0.9,0.09,0.042,0.868
24,2020-11-17 11:00:00,"Raoul Pal, the founder of Real Vision Finance, said he is unconcerned about the possibility of governments banning bitcoin. His views sharply contrast. Bitcoin's recent price surge to the $17000s may actually be part of a pattern showing it's a less effective currency, according to billionaire Ray Dalio. Bitcoin is at price levels not seen since 2017, and it is outperforming ether in November. Bitcoin has somewhat broken out of its niche this year, finding support from some of the world's biggest banks and big-name investors. The bitcoin price has... The CI Galaxy Bitcoin Fund has had a preliminary prospectus approved by Canadian securities regulators for an initial public offering. The price of bitcoin was up over 4% in the last 24 hours, trading at over $17000 and hitting its highest point since Jan. 7, 2018. Ray Dalio said Tuesday that he might be missing something about Bitcoin as the cryptocurrency passed $17000 for the first time in almost three years. John Louis Anthony Bigatton (left), 52, first came to public attention in mid-2018 after the bizarre disappearance of his wife Madeline (right) from cliffs... Galaxy Digital, a cryptocurrency merchant bank founded by Mike Novogratz, is expanding its crypto offerings in Canada. According to a Nov. Bitcoin's price broke through $18000 in what some experts are attributing to global events and bullish fundamentals in crypto.",0.128,0.053,0.051,0.895
