,date,text,Google compound,Google positive,Google negative,Google neutral
10,2021-05-02 10:00:00,"""Not one our clients has expressed interest in Bitcoin,"" says Jerry Klein, managing director of Treasury Partners. Want to be sure you're using a secure cryptocurrency exchange? Here are four exchanges that go the extra mile to protect your Bitcoin. Bitcoin has beaten the stock market, but you might be shocked by how much. It's been a wild ride for Bitcoin throughout its 11-year history, and that's been... When Jonathan* stumbled across an Instagram account flaunting huge profits from cryptocurrency, he thought he'd struck a gold mine. If you're selling Bitcoin for dollars, especially on a U.S. exchange, Uncle Sam will find out about it. Bitcoin's domination of total cryptocurrency market value is declining as its next-biggest rival Ether reaches the $3000 milestone. Where's Bitcoin going now? Some thoughts from the market on being patient and sitting tight. HODL! Berkshire Hathaway Vice Chairman Charlie Munger updates the world on his thoughts about bitcoin. He's not warming up to it.",0.8495,0.125,0.06,0.815
11,2021-05-03 10:00:00,"Bitcoin mining business Iris Energy Pty is weighing proposals from blank-check firms seeking to take the Australian company public, according to people... U.S. futures are gaining, as is bitcoin and its crypto peers. Cryptocurrencies like Bitcoin and Ether will co-exist “for a while” with more-restrictive digital coins such as the one issued by China's central bank,... Nigel Green, CEO and founder of deVere Group, says Ethereum's time has come—and the digital currency is well positioned to increase its market share. The Ethereum co-founder Vitalik Buterin appears to have become a billionaire – as the latest ETH price surge saw the token reach a new all-time high,... (Bloomberg) -- Bitcoin's domination of total cryptocurrency market value is declining as its next-biggest rival Ether reaches the $3000 milestone. More than 1,600 people participated in the Bitcoin Conference hosted by the Mays Innovation Research Center in Mays Business School at Texas A&M University,... CME Group is now listing Micro Bitcoin futures. Approved account owners can now trade them on the thinkorswim® platform. Here's what you need to know. Eight years ago, the first Bitcoin ETF application was filed. Then rejected. Then filed for again. Then rejected again. A look back at the crypto week as Bitcoin steadies on $58 while second-placed Ethereum breaks through $3000.",0.9062,0.107,0.035,0.858
12,2021-05-04 10:00:00,"CNBC's Jim Cramer said he initially bought ether in order to bid on NFTs being auctioned off by Time magazine. The impacts of gold and banking on the environment relative to Bitcoin are much greater than mainstream narratives suggest. With many companies now accepting cryptocurrencies for transactions, here are the 5 best cryptocurrencies to buy and enter the crypto market. The S&P Dow Jones Indices launched new cryptocurrency indexes, it said on Tuesday, further mainstreaming digital currencies including bitcoin and ethereum... Hunter S. Thompson once wrote, ""There is nothing in the world more helpless and irresponsible and depraved than a man in the depths of an ether binge. Sotheby's said on Tuesday it would accept bitcoin and ethereum as payment for Banksy's iconic artwork ""Love is in the Air"", a first for a physical art... Two famous value investors hold opposite views on Bitcoin. Their arguments are essential for anyone thinking of investing in the world's leading... Though JPMorgan Chase will reportedly offer a bitcoin fund for wealthy clients, chairman and CEO Jamie Dimon still isn't personally sold on the... Michigan State University's Guan-Hua Tu has a word of advice for the millions of bitcoin owners who use smartphone apps to manage their cryptocurrency:... New York (CNN Business) Dogecoin is the hottest, quirkiest cryptocurrency on the planet. The total value of the dogecoins in circulation is nearly $50...",0.9293,0.102,0.038,0.86
13,2021-05-05 10:00:00,"Ether, the cryptocurrency that runs on the Ethereum blockchain, hit a record high on Tuesday. Though it is still second behind bitcoin in market value,... Until now, bitcoin adopters have relied on apps from a new generation of fintech players like Robinhood, PayPal and Square, or Coinbase. Latin American e-commerce giant MercadoLibre disclosed a $7.8 million bitcoin (BTC, ) purchase on Wednesday, making it the latest publicly traded company to... Bitcoin bulls have a $104 million advantage leading into Friday's $1.1 billion options expiry, but a favorable close depends on BTC price reaching $60000. Since January, the price of Bitcoin has surged 89%. But another major cryptocurrency has posted even larger returns. Bitcoin is continuing to climb — its price is now above $54,000, giving it a market cap of more than $1 trillion — and draw more fans in corporate America. Bitcoin failed to deliver its promises during the last 12 years of existence. Read this article to learn why I'm shorting the Bitcoin bubble. If you bought dogecoin at the beginning of the year you've enjoyed massive gains over the past four months. Industry-first solution for FIS' core banking clients enables them to offer their customers the ability to buy, sell and hold bitcoin. 2021 is the right time to invest in cryptocurrencies like bitcoin. If you are looking to invest in bitcoins, do it easily via PayPal.",0.9825,0.145,0.018,0.838
14,2021-05-06 10:00:00,"The price of cryptocurrency Bitcoin has dropped by 10% in the last 24 hours alone. In March, Elon Musk announced that Tesla would allow customers to purchase its electric vehicles using bitcoin -- but will other major brands follow suit? Yesterday JPMorgan JPM -3% CEO Jamie Dimon found himself in the awkward position of having to admit that his clients are clamoring for bitcoin while in the... Among other things, Bitcoin has been criticized for price volatility, use in illegal transactions and thefts from exchanges. It has also proven highly... Bitcoin Cash is surging ahead of its scheduled hard fork on May 15, with two quality of life improvements set to be implemented. Atul Chatur, co-founder of Antilles Cryptocurrency Exchange (ACE-X) spoke to Financial Express Online about cryptocurrency investments. Cryptocurrencies. Asian companies accelerate shift to bitcoin as price surges. South Korean gaming giant Nexon buys $100m in the cryptocurrency,... Houston rapper Slim Thug even shared a freestyle about stocks and cryptocurrency... After buying Greenidge Generation, a cryptocurrency company is showing how Bitcoin can prevent a clean energy transition. What is cryptocurrency? CBC Kids News explains the origins, value and inner workings of cryptocurrencies like bitcoin and dogecoin.",0.8924,0.118,0.06,0.821
15,2021-05-07 10:00:00,"The bank informed its markets personnel that a newly created cryptocurrency desk had successfully traded two kinds of bitcoin-linked derivatives,... Gary Gensler told CNBC that he sees the attraction to bitcoin for traders but regulation is needed to prevent fraud and other issues. Marathon Digital Holdings' (MARA) new mining pool has mined a bitcoin (BTC, ) block that is “fully compliant with U.S. regulations,” meaning the company has... The Dogecoin mania has reached Indian cryptocurrency exchanges. Named after a meme of the Japanese dog breed Shiba Inu and with supporters including Tesla's... A cryptocurrency that looks and sounds a lot like bitcoin has creeped up into the top 10 biggest digital currencies list: bitcoin cash. This story was originally published by Grist and is reproduced here as part of the Climate Desk collaboration. One decade and $1 trillion after the debut of... Bitcoin and crypto are going mainstream as cryptocurrencies get Wall Street indexes. But Native American communities like the Navajo Nation have the best... Today we're talking Square earnings and its bitcoin base, especially in how it relates to the results of other entities that offer bitcoin sales. Goldman Sachs executed its first cryptocurrency trades and formalised the set-up of its bitcoin desk on Friday, two months after the US bank announced that... Cryptocurrencies have been notching records this year, only to later turn downward. What's behind the swings? Join The Wall Street Journal's Financial...",0.8641,0.095,0.036,0.869
16,2021-05-08 10:00:00,"Bitcoin ETFs, exchanges, and other non self custodial ways to store bitcoin are dangerous, as governments can seize them. If you think the stock market's rise has been impressive, wait until you see how Bitcoin has performed. Bitcoin's rise has certainly been a remarkable one. Billionaires, celebrities and athletes can't get enough of the crypto craze. \nShould you jump in on the mania, too? Here's what financial experts say. Before Elon Musk, Dogecoin was an elaborate prank taken to the extreme. With recent price soar, Ether has reached second to Bitcoin in being the largest cryptocurrency. Ethereum blockchain enables Decentralized Finance and the... Depending on who you ask bitcoin, the digital currency at the heart of the crypto craze is either a currency or a commodity, a speculative bubble or a safe... Declaring BTC a store of value — e.g., gold 2.0 — but not a medium of exchange, defies logic. It must first have a use case.",0.5574,0.067,0.03,0.903
17,2021-05-09 10:00:00,"What is Taproot? It is a reminder to investors that Bitcoin is an evolving technology. Plus: What's next for dogecoin? A coin claiming to be a more green option than Bitcoin and Ethereum just started trading. Here's what you need to know. A high-profile bank boss has gone for the jugular against the latest cryptocurrency boom, warning investors to prepare for the worst. Bitcoin's price is up over 100% year-to-date, but the surging ether has eclipsed that gain, rising over 300% in 2021 alone. Bitcoin has skyrocketed in both popularity and price this year. Keep reading to see if you should buy Bitcoin and get in on the action. Bitcoin may be struggling to break back above $60000, but Morgan Creek Capital Management's Mark Yusko is aiming even higher. A Bitcoin ATM is a handy way to buy Bitcoin, but is it worth your while? Yes, Dogecoin, the cryptocurrency that started as a joke and is now worth $90 billion, merits attention. But for those just beginning to take the field... The days when Bitcoin was the only real option for investors looking to get into cryptocurrencies are long gone. Ether, the second-largest cryptocurrency,... The rampant market manipulation in bitcoin brings to mind a pre-SEC world where, in the 1920s, stocks ran wild until ultimately busting in a catastrophic...",0.9125,0.102,0.056,0.842
18,2021-05-10 10:00:00,"Millions of Aussies are looking to make cash from cryptocurrency as some digital coins have surged in value, sometimes in the space of a week. Wall Street traders like Trey Griggs are finding a new lease on life in the $2.4 trillion crypto Wild West. Mike Novogratz wants exchanges to start listing the smallest unit of bitcoin otherwise known as “satoshis.” The chief investment officer of hedge fund Morgan Creek Capital Management has predicted the bitcoin price could soar to $250000 within five years,... On first-quarter earnings calls, CFOs and CEOs revealed their attitudes about and approaches to cryptocurrencies. (Bloomberg) -- Yes, Dogecoin, the cryptocurrency that started as a joke and is now worth $90 billion, merits attention. But for those just beginning to take... UBS Group AG is in the early stages of planning to offer wealthy customers digital currency investments, joining U.S firms in seeking to give broader access... Ether, the world's second-largest cryptocurrency, has been stealing the limelight from bitcoin. Chiefs tight end Sean Culkin, who wanted 100% of his 2021 salary converted to Bitcoin, was released by the team Monday. Bitcoin remains in a bull market, and its price should continue to increase until this bull wave comes to an end.",0.7469,0.077,0.024,0.9
19,2021-05-11 10:00:00,"In a survey conducted by the New York Digital Investment Group (NYDIG), about 75% of the respondents said they wanted to learn more about Bitcoin annuities... Bitcoin's short-term prospects are looking a little bleak, with blockchain data pointing to renewed selling by ""whales"" – large investors with the ability... The crypto rally is taking a breather on Tuesday. Bitcoin, the most well-known cryptocurrency, was largely flat at around $56,000. Palantir Technologies Inc (PLTR.N) has started accepting payment in bitcoin and is considering investing in cryptocurrencies, the U.S. analytics provider... Mark Zuckerberg shared a picture of his pet goats on Monday, introducing them to the world as Bitcoin and Max. Cryptocurrency Ether price today went beyond $4000, hitting an all new record high. Ether runs on ethereum blockchain and has acquired parabolic gains. The cryptocurrency has outperformed all others over the past year and is now valued at $70 billion. Based on a meme, it has ironically shown itself to be... Bitcoin is currently the largest cryptocurrency and the first to be widely adopted. Here's everything to know. Cryptocurrencies are rebounding this late this morning after selloff hours earlier -- and the bounce-back may have been aided by Mark Zuckerberg's goats. Peter Thiel-backed U.S. analytics company Palantir Technologies Inc said on Tuesday it accepts bitcoin in payment from customers.",0.9153,0.067,0.0,0.933
20,2021-05-12 10:00:00,"The price of bitcoin fell about 5 percent to $51847 after Musk's comments on Twitter. Tesla's stock finished Wednesday down 4.4 percent.#Tesla #Bitcoin #Bus... Uniswap has surpassed Bitcoin in terms of daily fee generation for two days in a row. The fee flippening was observed by crypto industry blogger Evan Van... Tesla chief says bitcoin will be used for transactions “as soon as mining transitions to more sustainable energy.” The money transfer company will debut cash-for-bitcoin trades at 12000 locations after linking up with Coinme. Almost $350 million went to cryptocurrency wallets associated with ransomware attacks last year, quadruple the level of 2019. Bitcoin (CRYPTO:BTC) and Tesla (NASDAQ:TSLA) both slumped in after-hours trading after a critical tweet by CEO Elon Musk. The popular cryptocurrency fell by... Bitcoin prices fell more than 15% in roughly two hours, reaching almost $46000 after Elon Musk tweeted that Tesla would stop accepting bitcoin for vehicles. Bitcoin markets are pulling back after electric car manufacturer Tesla suspended its support for vehicle purchases using Bitcoin (BTC). In a May 13 tweet,... Looking for the adrenaline rush of investing in Bitcoin but without the bother of crypto-exchanges and digital wallets? An exchange-traded fund might do the... Before 2008, no one knew what ""Bitcoin"" was. Now, a single Bitcoin is worth over $55000. We take you through the history of Bitcoin, from its origins in the...",0.2033,0.051,0.043,0.906
21,2021-05-13 10:00:00,"Hundreds of billions of dollars were wiped off the entire cryptocurrency market after Tesla CEO Elon Musk tweeted that the electric vehicle maker would... Elon Musk stepped up his criticism of Bitcoin as environmentally unsustainable while also signaling support for another digital coin and saying he remains a... Bitcoin's mining difficulty has jumped over 25 trillion, the highest the metric has seen during the protocol's lifetime. Century-old investment bank Cowen Inc. says it will hold cryptocurrencies for hedge funds and asset managers, a service that many Wall Street stalwarts were... Elon Musk's announcement Tesla would stop accepting Bitcoin as payment today wiped hundreds of billions of dollars from the cryptocurrency market. Tesla Inc.'s Chief Executive Officer Elon Musk doubled down on his attack on Bitcoin's energy demands, calling recent consumption trends “insane.”. Tesla will no longer accept Bitcoin for car purchases, CEO Elon Musk said on Wednesday, citing long-brewing environmental concerns for a swift reversal in... Tesla (TSLA.O) boss Elon Musk's sudden u-turn over accepting bitcoin to buy his electric vehicles has thrust the cryptocurrency's energy usage into the... Mining bitcoin uses a whole lot of energy, but whether that's from fossil fuels or renewable energy is up for debate... Tesla Inc boss Elon Musk on Thursday denounced the ""insane"" amount of energy used to produce bitcoin, doubling down on his sudden rejection of the...",0.4019,0.085,0.057,0.858
22,2021-05-14 10:00:00,"Bitcoin is created when high-powered computers compete against other machines to solve complex mathematical puzzles, a process known as mining,... A Bitcoin Improvement Proposal (BIP) aims to produce a “durable, low energy” Bitcoin Proof-of-Work (PoW) system. Square Inc. Chief Executive Officer Jack Dorsey said Friday that the payment processing company would “forever work” to make Bitcoin better. Bitcoin is building a loyalist following in Norway's industrial heartland, as one of the country's richest people embraces the ever-controversial... The Tesla CEO said he worries about “massive use” of coal and other carbon-intensive energy to generate electricity needed to mine digital currency. The Tesla boss has been a major force behind the cryptocurrency's meteoric rise. Musk's withdrawal on Bitcoin investors is proving to be a major nuisance as... Two of the world's most prominent billionaires Tesla Inc.'s CEO Elon Musk and Jack Dorsey are facing off over the merits of bitcoin, with the future of the. Bitcoin traders sent more BTC to exchanges than any time since March 2020 on Thursday. Digital or virtual currencies are a medium of exchange but are not regular money. Unlike dollar bills and coins, cryptocurrencies are not issued or backed... BITCOIN HAS gained many admirers since its launch in 2009. Once the domain of anarchists and Redditors, the digital currency has since piqued the interest...",0.9403,0.111,0.015,0.873
23,2021-05-15 10:00:00,"Advocates say Bitcoin can help fund a transition to clean energy. Critics say the cryptocurrency just burns coal. The worlds largest gold ETF, the SPDR Gold Trust, reported inflows of nearly six tons on Friday, its most pronounced daily inflow since mid-January. For those who aren't quite ready to acquire cryptocurrencies but still want some exposure to the market, there are more ways than ever to get it. ""If Bitcoin was a country, it would use around the same amount of electricity a year to mine as Switzerland does in total,"" Deutsche Bank analysts said in a... Cryptocurrency has been making headlines in recent months, and three types of digital currencies, in particular, are gaining the most attention: Bitcoin... The Brooker Group has reportedly become the first publicly listed company in Thailand to hold bitcoin on its balance sheet. The company has disclosed that... A Caribbean housing developer is creating the world's first bitcoin community, where residents will pay for property, goods and services entirely in... Ledgers that use federated and delegated validation nodes and proof-of-stake (PoS) blockchains have made decent gains in recent days. As the value of bitcoin soars and concerns rise about the energy-intensive process needed to obtain it, cryptocurrency entrepreneurs in the United States...",0.9606,0.114,0.022,0.864
24,2021-05-16 10:00:00,"Bitcoin fell to a three-month low on Monday in a volatile session that saw investors selling and buying the digital currency after Tesla boss Elon Musk... Fundstrat's Tom Lee is confident that bitcoin bulls won't change their tune on the cryptocurrency following Elon Musk's abrupt reversal. Bitcoin's short-term correction doesn't negate the bull market as institutions keep accumulating. Firms with iconoclastic leaders, like Musk and Dorsey, “would be the most likely to take the plunge” and commit sizable cash balances to crypto. Bitcoin, the world's biggest and best-known cryptocurrency is up 77.9% from the year's low of $27734 on Jan. 4, and down 24% from the year's high of... Follow us @crypto for our full coverage. Give kids a sense of autonomy in financial decision-making. The company's recent move is more about policy than price. Plus: Did this week mark the start of a meaningful shift in the stablecoin market? Tesla EV buyers can no longer pay with bitcoin, but the situation matters mostly to speculators, even as CEO Musk hints he might sell Tesla's bitcoin... Bitcoin crashes after Tesla abandons the cryptocurrency as a payment method, the crypto world criticizes Elon Musk and DOGE staves off competition from a...",-0.5719,0.04,0.059,0.901
25,2021-05-17 10:00:00,"For a brief moment, Brian Cardarella was a Dogecoin millionaire. The 41-year-old said he invested tens of thousands of dollars earlier this year in the... Elon Musk helped legitimize cryptocurrencies in the eyes of Wall Street investors. Now, his tweets are scaring them off. Elon Musk made waves in February when he announced that Tesla was buying $1.5 billion worth of Bitcoin and accepting the world's most popular cryptocurrency... The digital payments company's recent growth looks outstanding -- until you understand what's underpinning it. Take every Bitcoin price prediction with a grain of salt as the cryptocurrency market faces massive volatility concerns and uncertainty. Over the past few days, the price of Bitcoin has gone down significantly and many believe a crash is coming. Read on to know why is Bitcoin going down. Elon Musk loves to tweet about cryptocurrencies — and, more often than not, his words move markets. In late January, the billionaire Tesla (TSLA) boss sent... Elon Musk's tweet hinting that Tesla is thinking of, or may have, sold its cryptocurrencies sent Bitcoin skidding. Cryptocurrencies such as bitcoin, ether and dogecoin have surged to highs that few investors would have predicted a year ago. The furious run has even the... Bitcoin dropped below US$45,000 ($57,800) for the first time in three months today as the market tried to make sense of a brief exchange between Mr Musk and...",0.7346,0.073,0.048,0.879
